,year,code,value,system,subtype
438,2009,ICY.AMPH,121.13,EGOA,
439,2010,ICY.AMPH,34.41,EGOA,
440,2011,ICY.AMPH,22.53,EGOA,
441,2012,ICY.AMPH,61.4,EGOA,
442,2013,ICY.AMPH,46.32,EGOA,
443,2014,ICY.AMPH,56.99,EGOA,
444,2015,ICY.AMPH,39.67,EGOA,
445,1997,ICY.GASTRO,9.43,EGOA,
446,1998,ICY.GASTRO,16.21,EGOA,
447,1999,ICY.GASTRO,18.18,EGOA,
448,2000,ICY.GASTRO,18.72,EGOA,
449,2001,ICY.GASTRO,27.07,EGOA,
450,2002,ICY.GASTRO,25.43,EGOA,
451,2003,ICY.GASTRO,57.37,EGOA,
452,2004,ICY.GASTRO,25.66,EGOA,
453,2005,ICY.GASTRO,189.91,EGOA,
454,2006,ICY.GASTRO,55.45,EGOA,
455,2007,ICY.GASTRO,2.24,EGOA,
456,2008,ICY.GASTRO,95.67,EGOA,
457,2009,ICY.GASTRO,32.67,EGOA,
458,2010,ICY.GASTRO,38.97,EGOA,
459,2011,ICY.GASTRO,19.29,EGOA,
460,2012,ICY.GASTRO,879.92,EGOA,
461,2013,ICY.GASTRO,55.59,EGOA,
462,2014,ICY.GASTRO,16.51,EGOA,
463,2015,ICY.GASTRO,336.46,EGOA,
464,1951,AKCLIM_GOA_wgoa.win.sst,-1.051679972,WGOA,
465,1952,AKCLIM_GOA_wgoa.win.sst,-0.503577932,WGOA,
466,1953,AKCLIM_GOA_wgoa.win.sst,-0.495538657,WGOA,
467,1954,AKCLIM_GOA_wgoa.win.sst,-0.554191854,WGOA,
468,1955,AKCLIM_GOA_wgoa.win.sst,0.421247581,WGOA,
469,1956,AKCLIM_GOA_wgoa.win.sst,-0.486996345,WGOA,
470,1957,AKCLIM_GOA_wgoa.win.sst,-0.980223302,WGOA,
471,1958,AKCLIM_GOA_wgoa.win.sst,1.18082155,WGOA,
472,1959,AKCLIM_GOA_wgoa.win.sst,0.480472997,WGOA,
473,1960,AKCLIM_GOA_wgoa.win.sst,0.411299784,WGOA,
474,1961,AKCLIM_GOA_wgoa.win.sst,-0.042926638,WGOA,
475,1962,AKCLIM_GOA_wgoa.win.sst,-0.620930608,WGOA,
476,1963,AKCLIM_GOA_wgoa.win.sst,0.189928859,WGOA,
477,1964,AKCLIM_GOA_wgoa.win.sst,1.103348264,WGOA,
478,1965,AKCLIM_GOA_wgoa.win.sst,-1.049944907,WGOA,
479,1966,AKCLIM_GOA_wgoa.win.sst,-0.379373412,WGOA,
480,1967,AKCLIM_GOA_wgoa.win.sst,-0.547797283,WGOA,
481,1968,AKCLIM_GOA_wgoa.win.sst,-0.021414329,WGOA,
482,1969,AKCLIM_GOA_wgoa.win.sst,-1.250146551,WGOA,
483,1970,AKCLIM_GOA_wgoa.win.sst,0.735870407,WGOA,
484,1971,AKCLIM_GOA_wgoa.win.sst,-0.546540572,WGOA,
485,1972,AKCLIM_GOA_wgoa.win.sst,-1.745629043,WGOA,
486,1973,AKCLIM_GOA_wgoa.win.sst,-1.17534019,WGOA,
487,1974,AKCLIM_GOA_wgoa.win.sst,-0.822520788,WGOA,
488,1975,AKCLIM_GOA_wgoa.win.sst,-0.14770307,WGOA,
489,1976,AKCLIM_GOA_wgoa.win.sst,-1.050157764,WGOA,
490,1977,AKCLIM_GOA_wgoa.win.sst,0.550430075,WGOA,
491,1978,AKCLIM_GOA_wgoa.win.sst,-0.540413221,WGOA,
492,1979,AKCLIM_GOA_wgoa.win.sst,0.207595354,WGOA,
493,1980,AKCLIM_GOA_wgoa.win.sst,0.005560738,WGOA,
494,1981,AKCLIM_GOA_wgoa.win.sst,0.133884098,WGOA,
495,1982,AKCLIM_GOA_wgoa.win.sst,0.183904392,WGOA,
496,1983,AKCLIM_GOA_wgoa.win.sst,0.064229256,WGOA,
497,1984,AKCLIM_GOA_wgoa.win.sst,0.896059784,WGOA,
498,1985,AKCLIM_GOA_wgoa.win.sst,1.306447345,WGOA,
499,1986,AKCLIM_GOA_wgoa.win.sst,-0.005952544,WGOA,
500,1987,AKCLIM_GOA_wgoa.win.sst,1.782784874,WGOA,
501,1988,AKCLIM_GOA_wgoa.win.sst,0.814145076,WGOA,
502,1989,AKCLIM_GOA_wgoa.win.sst,-0.268363763,WGOA,
503,1990,AKCLIM_GOA_wgoa.win.sst,-0.321316894,WGOA,
504,1991,AKCLIM_GOA_wgoa.win.sst,-0.464867746,WGOA,
505,1992,AKCLIM_GOA_wgoa.win.sst,0.147339067,WGOA,
506,1993,AKCLIM_GOA_wgoa.win.sst,-0.239317043,WGOA,
507,1994,AKCLIM_GOA_wgoa.win.sst,1.015663764,WGOA,
508,1995,AKCLIM_GOA_wgoa.win.sst,-0.455315129,WGOA,
509,1996,AKCLIM_GOA_wgoa.win.sst,-0.158917001,WGOA,
510,1997,AKCLIM_GOA_wgoa.win.sst,-0.123240143,WGOA,
511,1998,AKCLIM_GOA_wgoa.win.sst,0.816003808,WGOA,
512,1999,AKCLIM_GOA_wgoa.win.sst,0.888794741,WGOA,
513,2000,AKCLIM_GOA_wgoa.win.sst,-0.588417153,WGOA,
514,2001,AKCLIM_GOA_wgoa.win.sst,0.78506401,WGOA,
515,2002,AKCLIM_GOA_wgoa.win.sst,-0.489514772,WGOA,
516,2003,AKCLIM_GOA_wgoa.win.sst,1.865133424,WGOA,
517,2004,AKCLIM_GOA_wgoa.win.sst,0.16754,WGOA,
518,2005,AKCLIM_GOA_wgoa.win.sst,0.417989979,WGOA,
519,2006,AKCLIM_GOA_wgoa.win.sst,0.152010275,WGOA,
520,2007,AKCLIM_GOA_wgoa.win.sst,-0.844235487,WGOA,
521,2008,AKCLIM_GOA_wgoa.win.sst,-0.698173843,WGOA,
522,2009,AKCLIM_GOA_wgoa.win.sst,-1.007212155,WGOA,
523,2010,AKCLIM_GOA_wgoa.win.sst,-0.049701667,WGOA,
524,2011,AKCLIM_GOA_wgoa.win.sst,-0.209019945,WGOA,
525,2012,AKCLIM_GOA_wgoa.win.sst,-1.493351957,WGOA,
526,2013,AKCLIM_GOA_wgoa.win.sst,-0.484381616,WGOA,
527,2014,AKCLIM_GOA_wgoa.win.sst,0.44026296,WGOA,
528,2015,AKCLIM_GOA_wgoa.win.sst,2.032596751,WGOA,
529,2016,AKCLIM_GOA_wgoa.win.sst,1.739871718,WGOA,
530,1950,AKCLIM_GOA_wgoa.spr.sst,-0.743709291,WGOA,
531,1951,AKCLIM_GOA_wgoa.spr.sst,-0.987337343,WGOA,
532,1952,AKCLIM_GOA_wgoa.spr.sst,-0.671627828,WGOA,
533,1953,AKCLIM_GOA_wgoa.spr.sst,-0.017256638,WGOA,
534,1954,AKCLIM_GOA_wgoa.spr.sst,-0.210554269,WGOA,
535,1955,AKCLIM_GOA_wgoa.spr.sst,-0.451907353,WGOA,
536,1956,AKCLIM_GOA_wgoa.spr.sst,-0.396838019,WGOA,
537,1957,AKCLIM_GOA_wgoa.spr.sst,0.391539676,WGOA,
538,1958,AKCLIM_GOA_wgoa.spr.sst,0.990199725,WGOA,
539,1959,AKCLIM_GOA_wgoa.spr.sst,0.582014059,WGOA,
540,1960,AKCLIM_GOA_wgoa.spr.sst,0.128689811,WGOA,
541,1961,AKCLIM_GOA_wgoa.spr.sst,0.951154243,WGOA,
542,1962,AKCLIM_GOA_wgoa.spr.sst,-0.140632285,WGOA,
543,1963,AKCLIM_GOA_wgoa.spr.sst,0.004061935,WGOA,
544,1964,AKCLIM_GOA_wgoa.spr.sst,-0.598447711,WGOA,
545,1965,AKCLIM_GOA_wgoa.spr.sst,-1.153287457,WGOA,
546,1966,AKCLIM_GOA_wgoa.spr.sst,-0.858957369,WGOA,
547,1967,AKCLIM_GOA_wgoa.spr.sst,-0.107605855,WGOA,
548,1968,AKCLIM_GOA_wgoa.spr.sst,-0.012227914,WGOA,
549,1969,AKCLIM_GOA_wgoa.spr.sst,-0.820002497,WGOA,
550,1970,AKCLIM_GOA_wgoa.spr.sst,0.262154506,WGOA,
551,1971,AKCLIM_GOA_wgoa.spr.sst,-2.124488844,WGOA,
552,1972,AKCLIM_GOA_wgoa.spr.sst,-2.223199067,WGOA,
553,1973,AKCLIM_GOA_wgoa.spr.sst,-0.602219176,WGOA,
554,1974,AKCLIM_GOA_wgoa.spr.sst,-0.876386371,WGOA,
555,1975,AKCLIM_GOA_wgoa.spr.sst,-1.329878385,WGOA,
556,1976,AKCLIM_GOA_wgoa.spr.sst,-1.211374918,WGOA,
557,1977,AKCLIM_GOA_wgoa.spr.sst,0.703301328,WGOA,
558,1978,AKCLIM_GOA_wgoa.spr.sst,0.056389063,WGOA,
559,1979,AKCLIM_GOA_wgoa.spr.sst,0.500117678,WGOA,
560,1980,AKCLIM_GOA_wgoa.spr.sst,-0.235344038,WGOA,
561,1981,AKCLIM_GOA_wgoa.spr.sst,1.69924007,WGOA,
562,1982,AKCLIM_GOA_wgoa.spr.sst,-1.208555129,WGOA,
563,1983,AKCLIM_GOA_wgoa.spr.sst,0.986816041,WGOA,
564,1984,AKCLIM_GOA_wgoa.spr.sst,1.411926994,WGOA,
565,1985,AKCLIM_GOA_wgoa.spr.sst,-0.715469051,WGOA,
566,1986,AKCLIM_GOA_wgoa.spr.sst,-0.479622991,WGOA,
567,1987,AKCLIM_GOA_wgoa.spr.sst,0.633759055,WGOA,
568,1988,AKCLIM_GOA_wgoa.spr.sst,0.428877714,WGOA,
569,1989,AKCLIM_GOA_wgoa.spr.sst,-0.042307071,WGOA,
570,1990,AKCLIM_GOA_wgoa.spr.sst,-0.008699024,WGOA,
571,1991,AKCLIM_GOA_wgoa.spr.sst,-0.467292049,WGOA,
572,1992,AKCLIM_GOA_wgoa.spr.sst,-0.025408119,WGOA,
573,1993,AKCLIM_GOA_wgoa.spr.sst,0.741912092,WGOA,
574,1994,AKCLIM_GOA_wgoa.spr.sst,0.360053931,WGOA,
575,1995,AKCLIM_GOA_wgoa.spr.sst,-0.339300455,WGOA,
576,1996,AKCLIM_GOA_wgoa.spr.sst,0.45733676,WGOA,
577,1997,AKCLIM_GOA_wgoa.spr.sst,0.629813235,WGOA,
578,1998,AKCLIM_GOA_wgoa.spr.sst,0.811480302,WGOA,
579,1999,AKCLIM_GOA_wgoa.spr.sst,-0.521256895,WGOA,
580,2000,AKCLIM_GOA_wgoa.spr.sst,0.387164467,WGOA,
581,2001,AKCLIM_GOA_wgoa.spr.sst,0.588887441,WGOA,
582,2002,AKCLIM_GOA_wgoa.spr.sst,-0.007764747,WGOA,
583,2003,AKCLIM_GOA_wgoa.spr.sst,1.098056285,WGOA,
584,2004,AKCLIM_GOA_wgoa.spr.sst,0.810249273,WGOA,
585,2005,AKCLIM_GOA_wgoa.spr.sst,1.71940535,WGOA,
586,2006,AKCLIM_GOA_wgoa.spr.sst,0.127448493,WGOA,
587,2007,AKCLIM_GOA_wgoa.spr.sst,-0.661160228,WGOA,
588,2008,AKCLIM_GOA_wgoa.spr.sst,-0.768309678,WGOA,
589,2009,AKCLIM_GOA_wgoa.spr.sst,-0.726897294,WGOA,
590,2010,AKCLIM_GOA_wgoa.spr.sst,-0.097234633,WGOA,
591,2011,AKCLIM_GOA_wgoa.spr.sst,-0.032863644,WGOA,
592,2012,AKCLIM_GOA_wgoa.spr.sst,-0.856433917,WGOA,
593,2013,AKCLIM_GOA_wgoa.spr.sst,-0.567015099,WGOA,
594,2014,AKCLIM_GOA_wgoa.spr.sst,1.419728064,WGOA,
595,2015,AKCLIM_GOA_wgoa.spr.sst,1.9073161,WGOA,
596,2016,AKCLIM_GOA_wgoa.spr.sst,2.509778962,WGOA,
597,1951,AKCLIM_GOA_egoa.win.sst,-0.403114114,EGOA,
598,1952,AKCLIM_GOA_egoa.win.sst,-0.601686493,EGOA,
599,1953,AKCLIM_GOA_egoa.win.sst,0.213243453,EGOA,
600,1954,AKCLIM_GOA_egoa.win.sst,0.090068037,EGOA,
601,1955,AKCLIM_GOA_egoa.win.sst,0.668708611,EGOA,
602,1956,AKCLIM_GOA_egoa.win.sst,-0.446480816,EGOA,
603,1957,AKCLIM_GOA_egoa.win.sst,-0.540766232,EGOA,
604,1958,AKCLIM_GOA_egoa.win.sst,1.479794632,EGOA,
605,1959,AKCLIM_GOA_egoa.win.sst,0.486897356,EGOA,
606,1960,AKCLIM_GOA_egoa.win.sst,0.968318279,EGOA,
607,1961,AKCLIM_GOA_egoa.win.sst,0.746965202,EGOA,
608,1962,AKCLIM_GOA_egoa.win.sst,0.324349894,EGOA,
609,1963,AKCLIM_GOA_egoa.win.sst,1.361177123,EGOA,
610,1964,AKCLIM_GOA_egoa.win.sst,0.887577364,EGOA,
611,1965,AKCLIM_GOA_egoa.win.sst,-1.131230857,EGOA,
612,1966,AKCLIM_GOA_egoa.win.sst,-0.365658861,EGOA,
613,1967,AKCLIM_GOA_egoa.win.sst,-0.732113925,EGOA,
614,1968,AKCLIM_GOA_egoa.win.sst,-0.160808631,EGOA,
615,1969,AKCLIM_GOA_egoa.win.sst,-1.664225162,EGOA,
616,1970,AKCLIM_GOA_egoa.win.sst,0.227264378,EGOA,
617,1971,AKCLIM_GOA_egoa.win.sst,-0.82276743,EGOA,
618,1972,AKCLIM_GOA_egoa.win.sst,-1.915568143,EGOA,
619,1973,AKCLIM_GOA_egoa.win.sst,-1.01718249,EGOA,
620,1974,AKCLIM_GOA_egoa.win.sst,-1.204989333,EGOA,
621,1975,AKCLIM_GOA_egoa.win.sst,-0.711184248,EGOA,
622,1976,AKCLIM_GOA_egoa.win.sst,-1.246953118,EGOA,
623,1977,AKCLIM_GOA_egoa.win.sst,0.736200717,EGOA,
624,1978,AKCLIM_GOA_egoa.win.sst,-0.243678105,EGOA,
625,1979,AKCLIM_GOA_egoa.win.sst,-0.299924013,EGOA,
626,1980,AKCLIM_GOA_egoa.win.sst,0.438936285,EGOA,
627,1981,AKCLIM_GOA_egoa.win.sst,0.697493323,EGOA,
628,1982,AKCLIM_GOA_egoa.win.sst,-0.179501846,EGOA,
629,1983,AKCLIM_GOA_egoa.win.sst,0.191816731,EGOA,
630,1984,AKCLIM_GOA_egoa.win.sst,0.48865922,EGOA,
631,1985,AKCLIM_GOA_egoa.win.sst,-0.163433118,EGOA,
632,1986,AKCLIM_GOA_egoa.win.sst,-0.920938553,EGOA,
633,1987,AKCLIM_GOA_egoa.win.sst,0.996207088,EGOA,
634,1988,AKCLIM_GOA_egoa.win.sst,0.281549043,EGOA,
635,1989,AKCLIM_GOA_egoa.win.sst,-0.573953102,EGOA,
636,1990,AKCLIM_GOA_egoa.win.sst,-0.162600124,EGOA,
637,1991,AKCLIM_GOA_egoa.win.sst,-0.757745051,EGOA,
638,1992,AKCLIM_GOA_egoa.win.sst,0.370818057,EGOA,
639,1993,AKCLIM_GOA_egoa.win.sst,-0.095755424,EGOA,
640,1994,AKCLIM_GOA_egoa.win.sst,0.80063628,EGOA,
641,1995,AKCLIM_GOA_egoa.win.sst,-0.856892434,EGOA,
642,1996,AKCLIM_GOA_egoa.win.sst,-0.351050952,EGOA,
643,1997,AKCLIM_GOA_egoa.win.sst,-0.766896107,EGOA,
644,1998,AKCLIM_GOA_egoa.win.sst,1.639996641,EGOA,
645,1999,AKCLIM_GOA_egoa.win.sst,0.43784518,EGOA,
646,2000,AKCLIM_GOA_egoa.win.sst,-0.25832239,EGOA,
647,2001,AKCLIM_GOA_egoa.win.sst,0.123830382,EGOA,
648,2002,AKCLIM_GOA_egoa.win.sst,-0.32957715,EGOA,
649,2003,AKCLIM_GOA_egoa.win.sst,1.771146624,EGOA,
650,2004,AKCLIM_GOA_egoa.win.sst,0.548733339,EGOA,
651,2005,AKCLIM_GOA_egoa.win.sst,0.093164027,EGOA,
652,2006,AKCLIM_GOA_egoa.win.sst,0.218372508,EGOA,
653,2007,AKCLIM_GOA_egoa.win.sst,-0.548640362,EGOA,
654,2008,AKCLIM_GOA_egoa.win.sst,-0.956677152,EGOA,
655,2009,AKCLIM_GOA_egoa.win.sst,-1.218147219,EGOA,
656,2010,AKCLIM_GOA_egoa.win.sst,0.150515879,EGOA,
657,2011,AKCLIM_GOA_egoa.win.sst,0.275387484,EGOA,
658,2012,AKCLIM_GOA_egoa.win.sst,-0.657249969,EGOA,
659,2013,AKCLIM_GOA_egoa.win.sst,0.231682333,EGOA,
660,2014,AKCLIM_GOA_egoa.win.sst,0.087107234,EGOA,
661,2015,AKCLIM_GOA_egoa.win.sst,2.388261645,EGOA,
662,2016,AKCLIM_GOA_egoa.win.sst,1.767467055,EGOA,
663,1950,AKCLIM_GOA_egoa.spr.sst,-1.229817999,EGOA,
664,1951,AKCLIM_GOA_egoa.spr.sst,-0.86919538,EGOA,
665,1952,AKCLIM_GOA_egoa.spr.sst,-0.707934185,EGOA,
666,1953,AKCLIM_GOA_egoa.spr.sst,-0.060694459,EGOA,
667,1954,AKCLIM_GOA_egoa.spr.sst,-0.53415525,EGOA,
668,1955,AKCLIM_GOA_egoa.spr.sst,-1.014867887,EGOA,
669,1956,AKCLIM_GOA_egoa.spr.sst,0.594793661,EGOA,
670,1957,AKCLIM_GOA_egoa.spr.sst,0.314853602,EGOA,
671,1958,AKCLIM_GOA_egoa.spr.sst,1.56876194,EGOA,
672,1959,AKCLIM_GOA_egoa.spr.sst,0.182492557,EGOA,
673,1960,AKCLIM_GOA_egoa.spr.sst,-0.242194562,EGOA,
674,1961,AKCLIM_GOA_egoa.spr.sst,0.67578165,EGOA,
675,1962,AKCLIM_GOA_egoa.spr.sst,0.468355171,EGOA,
676,1963,AKCLIM_GOA_egoa.spr.sst,1.325514057,EGOA,
677,1964,AKCLIM_GOA_egoa.spr.sst,-0.776695364,EGOA,
678,1965,AKCLIM_GOA_egoa.spr.sst,-1.581598047,EGOA,
679,1966,AKCLIM_GOA_egoa.spr.sst,-0.836294359,EGOA,
680,1967,AKCLIM_GOA_egoa.spr.sst,-0.114218625,EGOA,
681,1968,AKCLIM_GOA_egoa.spr.sst,-0.272066953,EGOA,
682,1969,AKCLIM_GOA_egoa.spr.sst,-1.05067176,EGOA,
683,1970,AKCLIM_GOA_egoa.spr.sst,-0.142176656,EGOA,
684,1971,AKCLIM_GOA_egoa.spr.sst,-1.639723309,EGOA,
685,1972,AKCLIM_GOA_egoa.spr.sst,-1.288110053,EGOA,
686,1973,AKCLIM_GOA_egoa.spr.sst,-0.819882145,EGOA,
687,1974,AKCLIM_GOA_egoa.spr.sst,-0.466200353,EGOA,
688,1975,AKCLIM_GOA_egoa.spr.sst,-1.124414668,EGOA,
689,1976,AKCLIM_GOA_egoa.spr.sst,-1.278449539,EGOA,
690,1977,AKCLIM_GOA_egoa.spr.sst,0.407801513,EGOA,
691,1978,AKCLIM_GOA_egoa.spr.sst,0.364299448,EGOA,
692,1979,AKCLIM_GOA_egoa.spr.sst,0.056657019,EGOA,
693,1980,AKCLIM_GOA_egoa.spr.sst,0.08083465,EGOA,
694,1981,AKCLIM_GOA_egoa.spr.sst,0.869126671,EGOA,
695,1982,AKCLIM_GOA_egoa.spr.sst,-0.84728873,EGOA,
696,1983,AKCLIM_GOA_egoa.spr.sst,0.98874265,EGOA,
697,1984,AKCLIM_GOA_egoa.spr.sst,0.198877957,EGOA,
698,1985,AKCLIM_GOA_egoa.spr.sst,-1.11525901,EGOA,
699,1986,AKCLIM_GOA_egoa.spr.sst,-0.175295062,EGOA,
700,1987,AKCLIM_GOA_egoa.spr.sst,-0.265090226,EGOA,
701,1988,AKCLIM_GOA_egoa.spr.sst,-0.360288718,EGOA,
702,1989,AKCLIM_GOA_egoa.spr.sst,0.031238047,EGOA,
703,1990,AKCLIM_GOA_egoa.spr.sst,0.256661558,EGOA,
704,1991,AKCLIM_GOA_egoa.spr.sst,-0.28335131,EGOA,
705,1992,AKCLIM_GOA_egoa.spr.sst,0.36143017,EGOA,
706,1993,AKCLIM_GOA_egoa.spr.sst,0.652197006,EGOA,
707,1994,AKCLIM_GOA_egoa.spr.sst,0.630091963,EGOA,
708,1995,AKCLIM_GOA_egoa.spr.sst,0.365795896,EGOA,
709,1996,AKCLIM_GOA_egoa.spr.sst,0.226594258,EGOA,
710,1997,AKCLIM_GOA_egoa.spr.sst,0.338613548,EGOA,
711,1998,AKCLIM_GOA_egoa.spr.sst,1.122078774,EGOA,
712,1999,AKCLIM_GOA_egoa.spr.sst,-1.117768444,EGOA,
713,2000,AKCLIM_GOA_egoa.spr.sst,-0.05659653,EGOA,
714,2001,AKCLIM_GOA_egoa.spr.sst,-0.467074102,EGOA,
715,2002,AKCLIM_GOA_egoa.spr.sst,-0.47381978,EGOA,
716,2003,AKCLIM_GOA_egoa.spr.sst,0.937969609,EGOA,
717,2004,AKCLIM_GOA_egoa.spr.sst,1.480994488,EGOA,
718,2005,AKCLIM_GOA_egoa.spr.sst,1.467477897,EGOA,
719,2006,AKCLIM_GOA_egoa.spr.sst,0.375824086,EGOA,
720,2007,AKCLIM_GOA_egoa.spr.sst,-0.599511082,EGOA,
721,2008,AKCLIM_GOA_egoa.spr.sst,-1.21786064,EGOA,
722,2009,AKCLIM_GOA_egoa.spr.sst,-0.17851316,EGOA,
723,2010,AKCLIM_GOA_egoa.spr.sst,0.421366343,EGOA,
724,2011,AKCLIM_GOA_egoa.spr.sst,0.520141214,EGOA,
725,2012,AKCLIM_GOA_egoa.spr.sst,-0.445612511,EGOA,
726,2013,AKCLIM_GOA_egoa.spr.sst,0.481413352,EGOA,
727,2014,AKCLIM_GOA_egoa.spr.sst,1.154788528,EGOA,
728,2015,AKCLIM_GOA_egoa.spr.sst,2.414506431,EGOA,
729,2016,AKCLIM_GOA_egoa.spr.sst,2.316615142,EGOA,
730,1950,AKCLIM_GOA_PAPA,47.777,EGOA,
731,1951,AKCLIM_GOA_PAPA,53.313,EGOA,
732,1952,AKCLIM_GOA_PAPA,49.818,EGOA,
733,1953,AKCLIM_GOA_PAPA,58.541,EGOA,
734,1954,AKCLIM_GOA_PAPA,55.92,EGOA,
735,1955,AKCLIM_GOA_PAPA,50.403,EGOA,
736,1956,AKCLIM_GOA_PAPA,49.452,EGOA,
737,1957,AKCLIM_GOA_PAPA,50.996,EGOA,
738,1958,AKCLIM_GOA_PAPA,55.635,EGOA,
739,1959,AKCLIM_GOA_PAPA,55.613,EGOA,
740,1960,AKCLIM_GOA_PAPA,56.912,EGOA,
741,1961,AKCLIM_GOA_PAPA,59.619,EGOA,
742,1962,AKCLIM_GOA_PAPA,52.124,EGOA,
743,1963,AKCLIM_GOA_PAPA,58.318,EGOA,
744,1964,AKCLIM_GOA_PAPA,58.22,EGOA,
745,1965,AKCLIM_GOA_PAPA,50.386,EGOA,
746,1966,AKCLIM_GOA_PAPA,50.677,EGOA,
747,1967,AKCLIM_GOA_PAPA,52.128,EGOA,
748,1968,AKCLIM_GOA_PAPA,54.059,EGOA,
749,1969,AKCLIM_GOA_PAPA,47.16,EGOA,
750,1970,AKCLIM_GOA_PAPA,59.623,EGOA,
751,1971,AKCLIM_GOA_PAPA,50.858,EGOA,
752,1972,AKCLIM_GOA_PAPA,48.873,EGOA,
753,1973,AKCLIM_GOA_PAPA,53.182,EGOA,
754,1974,AKCLIM_GOA_PAPA,54.093,EGOA,
755,1975,AKCLIM_GOA_PAPA,51.892,EGOA,
756,1976,AKCLIM_GOA_PAPA,56.161,EGOA,
757,1977,AKCLIM_GOA_PAPA,59.962,EGOA,
758,1978,AKCLIM_GOA_PAPA,55.095,EGOA,
759,1979,AKCLIM_GOA_PAPA,55.719,EGOA,
760,1980,AKCLIM_GOA_PAPA,55.2,EGOA,
761,1981,AKCLIM_GOA_PAPA,58.828,EGOA,
762,1982,AKCLIM_GOA_PAPA,50.642,EGOA,
763,1983,AKCLIM_GOA_PAPA,59.985,EGOA,
764,1984,AKCLIM_GOA_PAPA,57.881,EGOA,
765,1985,AKCLIM_GOA_PAPA,51.845,EGOA,
766,1986,AKCLIM_GOA_PAPA,58.294,EGOA,
767,1987,AKCLIM_GOA_PAPA,60.031,EGOA,
768,1988,AKCLIM_GOA_PAPA,53.998,EGOA,
769,1989,AKCLIM_GOA_PAPA,50.999,EGOA,
770,1990,AKCLIM_GOA_PAPA,59.24,EGOA,
771,1991,AKCLIM_GOA_PAPA,57.231,EGOA,
772,1992,AKCLIM_GOA_PAPA,59.71,EGOA,
773,1993,AKCLIM_GOA_PAPA,48.728,EGOA,
774,1994,AKCLIM_GOA_PAPA,59.718,EGOA,
775,1995,AKCLIM_GOA_PAPA,54.764,EGOA,
776,1996,AKCLIM_GOA_PAPA,53.916,EGOA,
777,1997,AKCLIM_GOA_PAPA,57.198,EGOA,
778,1998,AKCLIM_GOA_PAPA,59.582,EGOA,
779,1999,AKCLIM_GOA_PAPA,54.274,EGOA,
780,2000,AKCLIM_GOA_PAPA,55.366,EGOA,
781,2001,AKCLIM_GOA_PAPA,57.03,EGOA,
782,2002,AKCLIM_GOA_PAPA,51.239,EGOA,
783,2003,AKCLIM_GOA_PAPA,55.748,EGOA,
784,2004,AKCLIM_GOA_PAPA,54.614,EGOA,
785,2005,AKCLIM_GOA_PAPA,53.29,EGOA,
786,2006,AKCLIM_GOA_PAPA,55.42,EGOA,
787,2007,AKCLIM_GOA_PAPA,56.745,EGOA,
788,2008,AKCLIM_GOA_PAPA,51.95,EGOA,
789,2009,AKCLIM_GOA_PAPA,51.94,EGOA,
790,2010,AKCLIM_GOA_PAPA,54.747,EGOA,
791,2011,AKCLIM_GOA_PAPA,49.459,EGOA,
792,2012,AKCLIM_GOA_PAPA,58.846,EGOA,
793,2013,AKCLIM_GOA_PAPA,51.375,EGOA,
794,2014,AKCLIM_GOA_PAPA,58.423,EGOA,
795,2015,AKCLIM_GOA_PAPA,57.072,EGOA,
796,2016,AKCLIM_GOA_PAPA,58.778,EGOA,
797,1950,AKCLIM_GOA_KS.SLP,-0.300335122,WGOA,
798,1951,AKCLIM_GOA_KS.SLP,-0.475675425,WGOA,
799,1952,AKCLIM_GOA_KS.SLP,0.322032186,WGOA,
800,1953,AKCLIM_GOA_KS.SLP,0.168842168,WGOA,
801,1954,AKCLIM_GOA_KS.SLP,-0.331694044,WGOA,
802,1955,AKCLIM_GOA_KS.SLP,0.165041007,WGOA,
803,1956,AKCLIM_GOA_KS.SLP,0.09450855,WGOA,
804,1957,AKCLIM_GOA_KS.SLP,-0.533672746,WGOA,
805,1958,AKCLIM_GOA_KS.SLP,-0.354842816,WGOA,
806,1959,AKCLIM_GOA_KS.SLP,0.15724175,WGOA,
807,1960,AKCLIM_GOA_KS.SLP,0.32207171,WGOA,
808,1961,AKCLIM_GOA_KS.SLP,0.081450365,WGOA,
809,1962,AKCLIM_GOA_KS.SLP,-0.183894925,WGOA,
810,1963,AKCLIM_GOA_KS.SLP,-0.03670511,WGOA,
811,1964,AKCLIM_GOA_KS.SLP,-0.032699205,WGOA,
812,1965,AKCLIM_GOA_KS.SLP,-0.054496842,WGOA,
813,1966,AKCLIM_GOA_KS.SLP,-0.075570544,WGOA,
814,1967,AKCLIM_GOA_KS.SLP,-0.388366539,WGOA,
815,1968,AKCLIM_GOA_KS.SLP,-0.207626125,WGOA,
816,1969,AKCLIM_GOA_KS.SLP,0.210908227,WGOA,
817,1970,AKCLIM_GOA_KS.SLP,0.302400359,WGOA,
818,1971,AKCLIM_GOA_KS.SLP,0.033908338,WGOA,
819,1972,AKCLIM_GOA_KS.SLP,-0.740556271,WGOA,
820,1973,AKCLIM_GOA_KS.SLP,0.019729947,WGOA,
821,1974,AKCLIM_GOA_KS.SLP,0.057328967,WGOA,
822,1975,AKCLIM_GOA_KS.SLP,-0.044379267,WGOA,
823,1976,AKCLIM_GOA_KS.SLP,0.601778045,WGOA,
824,1977,AKCLIM_GOA_KS.SLP,0.134493213,WGOA,
