"region","monthly.anom","date"
"North_Pacific",-0.135864803846136,1985-02-01
"North_Pacific",-0.132363884127277,1985-03-01
"North_Pacific",-0.200883410872718,1985-04-01
"North_Pacific",-0.30785896922133,1985-05-01
"North_Pacific",-0.47266769409521,1985-06-01
"North_Pacific",-0.473013512498581,1985-07-01
"North_Pacific",-0.572221545874702,1985-08-01
"North_Pacific",-0.305955393936462,1985-09-01
"North_Pacific",-0.310292095312704,1985-10-01
"North_Pacific",-0.131432870110116,1985-11-01
"North_Pacific",-0.183843940987738,1985-12-01
"North_Pacific",-0.15042819369848,1986-01-01
"North_Pacific",-0.190434084898651,1986-02-01
"North_Pacific",-0.237360868327131,1986-03-01
"North_Pacific",-0.112817587717262,1986-04-01
"North_Pacific",-0.233919867890443,1986-05-01
"North_Pacific",-0.310658190152592,1986-06-01
"North_Pacific",-0.506620678286247,1986-07-01
"North_Pacific",-0.303333927311311,1986-08-01
"North_Pacific",-0.174916158551341,1986-09-01
"North_Pacific",-0.163401512245203,1986-10-01
"North_Pacific",-0.139819055686947,1986-11-01
"North_Pacific",-0.0559493548400862,1986-12-01
"North_Pacific",-0.174980666639663,1987-01-01
"North_Pacific",-0.26223600249941,1987-02-01
"North_Pacific",-0.200013573013862,1987-03-01
"North_Pacific",-0.284645427058514,1987-04-01
"North_Pacific",-0.373005501418119,1987-05-01
"North_Pacific",-0.623442736202069,1987-06-01
"North_Pacific",-0.781667972739417,1987-07-01
"North_Pacific",-0.675335549725941,1987-08-01
"North_Pacific",-0.622640453987925,1987-09-01
"North_Pacific",-0.393150768620642,1987-10-01
"North_Pacific",-0.12817949762641,1987-11-01
"North_Pacific",-0.25299365310592,1987-12-01
"North_Pacific",-0.0875641101194533,1988-01-01
"North_Pacific",-0.0529207870936413,1988-02-01
"North_Pacific",-0.0386363463120197,1988-03-01
"North_Pacific",-0.0794184367243724,1988-04-01
"North_Pacific",-0.200898656460023,1988-05-01
"North_Pacific",-0.295756633255871,1988-06-01
"North_Pacific",-0.243610836740036,1988-07-01
"North_Pacific",-0.298027868074409,1988-08-01
"North_Pacific",-0.37073444238018,1988-09-01
"North_Pacific",-0.0434820525337719,1988-10-01
"North_Pacific",-0.158061584412566,1988-11-01
"North_Pacific",-0.0709786676538137,1988-12-01
"North_Pacific",0.0602712683047204,1989-01-01
"North_Pacific",-0.00789258538923425,1989-02-01
"North_Pacific",-0.0095958315365321,1989-03-01
"North_Pacific",0.204392906544246,1989-04-01
"North_Pacific",0.0955400261457891,1989-05-01
"North_Pacific",-0.0361898059850489,1989-06-01
"North_Pacific",-0.137574872408592,1989-07-01
"North_Pacific",-0.000274458879185476,1989-08-01
"North_Pacific",0.0557840793800704,1989-09-01
"North_Pacific",0.00104674010336268,1989-10-01
"North_Pacific",0.0587899212271527,1989-11-01
"North_Pacific",0.0498440420183116,1989-12-01
"North_Pacific",0.0943300775188637,1990-01-01
"North_Pacific",0.014561056317123,1990-02-01
"North_Pacific",0.0706333140928163,1990-03-01
"North_Pacific",0.0477501389313102,1990-04-01
"North_Pacific",0.00874291835825077,1990-05-01
"North_Pacific",-0.0114397831261004,1990-06-01
"North_Pacific",0.148663241375059,1990-07-01
"North_Pacific",0.0448927525307143,1990-08-01
"North_Pacific",0.119786263955355,1990-09-01
"North_Pacific",0.197388607531976,1990-10-01
"North_Pacific",0.353118348448102,1990-11-01
"North_Pacific",0.3493853235444,1990-12-01
"North_Pacific",0.382412595107566,1991-01-01
"North_Pacific",0.210712244488007,1991-02-01
"North_Pacific",0.195552231339682,1991-03-01
"North_Pacific",0.332020906345639,1991-04-01
"North_Pacific",0.0971598724123008,1991-05-01
"North_Pacific",0.123221381081305,1991-06-01
"North_Pacific",0.0689112773349662,1991-07-01
"North_Pacific",-0.207865343872554,1991-08-01
"North_Pacific",-0.278003417702139,1991-09-01
"North_Pacific",-0.0250359136751247,1991-10-01
"North_Pacific",0.1428669093968,1991-11-01
